mean1	mean2	1>1	2>1	1>2	2>2	len1	len2
-1.1592425e-05	0.0	0.9981665	0.9649765	0.0018335807	0.035023507	1.2382392	1.0498102
-2.6594334e-06	0.0	0.99824345	0.9650594	0.0017565632	0.03494057	1.2382379	1.0487831
0.0	0.0	0.99831545	0.9651399	0.0016846105	0.034860123	1.2381818	1.0478803
0.0	0.0	0.9983827	0.96521795	0.0016172776	0.03478201	1.2381115	1.0470834
0.0	0.0	0.9984458	0.9652938	0.0015541664	0.034706116	1.2380883	1.0463771
0.0	0.0	0.9985051	0.9653677	0.001494923	0.034632344	1.2380421	1.0457486
0.0	0.0	0.9985607	0.9654395	0.0014392269	0.034560572	1.2379947	1.0451874
0.0	0.0	0.99861324	0.96550924	0.0013867962	0.03449072	1.2379656	1.0446844
-6.4227805e-08	0.0	0.9986626	0.96557736	0.0013373721	0.034422666	1.2379274	1.0442322
-2.799286e-07	0.0	0.9987093	0.96564364	0.0012907225	0.034356344	1.2378913	1.0438246
-3.6205262e-07	0.0	0.9987533	0.9657083	0.0012466386	0.03429169	1.2378626	1.043456
-3.8755365e-07	0.0	0.99879503	0.9657714	0.0012049275	0.034228597	1.2378306	1.0431217
-3.9734795e-07	0.0	0.99883455	0.96583295	0.0011654175	0.03416702	1.2378012	1.0428178
-4.1030185e-07	0.0	0.998872	0.96589315	0.0011279536	0.034106884	1.2377746	1.0425411
-4.3411956e-07	0.0	0.99890757	0.96595186	0.001092391	0.034048133	1.2377476	1.0422883
-4.717515e-07	0.0	0.99894136	0.96600926	0.0010585983	0.0339907	1.2377228	1.042057
-5.24531e-07	0.0	0.9989736	0.96606547	0.0010264579	0.033934537	1.2376989	1.041845
-5.934188e-07	0.0	0.9990042	0.9661204	0.000995859	0.03387959	1.2376754	1.04165
-6.792995e-07	0.0	0.99903333	0.9661741	0.0009667024	0.03382581	1.2376536	1.0414706
-7.8282494e-07	0.0	0.99906117	0.96622676	0.0009388953	0.033773165	1.2376324	1.0413053
-9.0399016e-07	0.0	0.9990877	0.96627843	0.0009123526	0.033721592	1.2376122	1.0411526
-1.0415807e-06	0.0	0.999113	0.966329	0.00088699744	0.03367105	1.2375928	1.0410112
-1.1924933e-06	0.0	0.9991372	0.9663785	0.00086275657	0.03362153	1.2375742	1.0408803
-1.3510436e-06	0.0	0.9991604	0.966427	0.00083956245	0.033572964	1.2375562	1.0407588
-1.5083572e-06	0.0	0.99918264	0.9664747	0.00081735465	0.033525318	1.2375388	1.0406461
-1.6520788e-06	0.0	0.999204	0.96652144	0.0007960762	0.033478566	1.2375222	1.040541
-1.7666365e-06	0.0	0.9992243	0.96656734	0.0007756746	0.033432677	1.2375065	1.0404432
-1.8343808e-06	0.0	0.999244	0.96661234	0.0007561	0.033387616	1.2374909	1.040352
-1.8377727e-06	0.0	0.99926263	0.9666567	0.0007373066	0.03334337	1.2374761	1.0402668
-1.7626863e-06	0.0	0.99928075	0.96670014	0.0007192515	0.033299908	1.2374618	1.040187
-1.602404e-06	0.0	0.9992981	0.9667428	0.00070189626	0.033257198	1.2374479	1.0401125
-1.3615371e-06	0.0	0.9993148	0.9667848	0.0006852025	0.033215214	1.2374344	1.0400425
-1.0585128e-06	0.0	0.9993309	0.966826	0.0006691364	0.033173926	1.2374216	1.039977
-7.252254e-07	0.0	0.9993463	0.9668667	0.00065366674	0.033133328	1.2374089	1.0399154
-4.027143e-07	0.0	0.9993612	0.9669066	0.0006387618	0.033093397	1.2373968	1.0398576
-1.3283308e-07	0.0	0.99937564	0.96694595	0.00062439375	0.033054095	1.2373855	1.0398031
0.0	0.0	0.9993894	0.9669846	0.0006105367	0.033015423	1.2373741	1.0397519
0.0	0.0	0.9994029	0.96702266	0.0005971654	0.03297734	1.237363	1.0397036
0.0	0.0	0.99941576	0.9670602	0.00058425654	0.03293985	1.2373525	1.0396581
0.0	0.0	0.9994282	0.9670971	0.0005717887	0.032902926	1.2373422	1.039615
0.0	0.0	0.99944025	0.96713346	0.0005597406	0.032866556	1.2373321	1.0395745
-2.454693e-08	0.0	0.99945194	0.9671692	0.00054809405	0.03283072	1.2373226	1.039536
