mean1	mean2	1>1	2>1	1>2	2>2	len1	len2
0.2	0.2	0.5	0.5	0.5	0.5	1.0	1.0
0.27626604	0.13632205	0.23664926	0.71435267	0.7633507	0.2856474	2.5210702	2.5339005
0.24864523	0.16142829	0.13528493	0.8766305	0.8647151	0.123369455	4.087326	4.2851114
0.22476713	0.17721058	0.13952057	0.93453294	0.8604795	0.06546699	4.3623343	4.6993356
0.24021511	0.16527274	0.21225439	0.95885104	0.7877456	0.041148916	3.7820196	4.1566925
0.2566286	0.13554129	0.40450606	0.9721905	0.59549385	0.027809544	3.1345327	3.52249
0.2410555	0.11515606	0.7292458	0.98093927	0.27075425	0.019060686	2.9291804	3.2620637
0.23131411	0.05441122	0.97563815	0.9864914	0.024361895	0.013508544	3.235475	3.2830377
0.2304959	0.04777727	0.9970879	0.9902644	0.0029121132	0.009735562	3.3532302	3.3074877
0.23039974	0.047591094	0.99892527	0.9926629	0.0010746788	0.0073371455	3.1970975	3.304938
0.23038484	0.04746949	0.9993088	0.9941802	0.00069121504	0.0058198706	3.1983466	3.3014982
0.23036122	0.0470953	0.99944	0.9951964	0.00055993494	0.004803544	3.2532887	3.298271
0.23033088	0.046602663	0.9995023	0.99592185	0.00049768883	0.0040781884	3.2280526	3.2924895
0.23036462	0.046195593	0.99954104	0.9964641	0.00045898044	0.0035359678	3.2212262	3.2901533
0.23035754	0.046022054	0.9995703	0.9968855	0.00042967213	0.0031145047	3.2340791	3.2905526
0.23037088	0.04603739	0.9995951	0.9972236	0.0004048822	0.002776436	3.2287884	3.2906213
0.23037681	0.0460536	0.9996172	0.99750096	0.00038275518	0.002499069	3.2276275	3.2907524
0.2303803	0.04598815	0.9996375	0.99773264	0.000362548	0.0022672825	3.2302618	3.290769
0.23038241	0.045918815	0.9996561	0.99792933	0.00034392247	0.0020706316	3.2287805	3.2904146
0.2303843	0.045889277	0.99967337	0.9980982	0.00032667536	0.0019017644	3.2289937	3.2901518
