mean1	mean2	1>1	2>1	1>2	2>2	len1	len2
0.5	0.5	0.5	0.5	0.5	0.5	1.0	1.0
0.5516901	0.45334363	0.24794574	0.6816623	0.7520543	0.3183377	2.5248191	2.5337098
0.534318	0.47249734	0.15220962	0.77900344	0.8477904	0.22099653	4.1821265	4.2545233
0.52293366	0.483826	0.12725452	0.82206064	0.8727455	0.17793931	4.577888	4.656893
0.51949614	0.489516	0.12776016	0.8486671	0.8722398	0.15133296	4.067005	4.1248045
0.51938355	0.48934555	0.141606	0.86837244	0.85839397	0.13162753	3.447595	3.5097709
0.5188665	0.4845563	0.16836776	0.8858006	0.83163226	0.114199385	3.1509278	3.2572982
0.5182152	0.4823828	0.21472658	0.90184224	0.78527343	0.09815775	3.1822195	3.3472083
0.5177328	0.48274896	0.31751347	0.9169819	0.68248653	0.08301815	3.294428	3.5069044
0.5166048	0.47602966	0.5924852	0.93138164	0.40751484	0.06861841	3.3047147	3.5769193
0.5173225	0.44540626	0.93819994	0.94427633	0.061800048	0.055723734	3.2270277	3.6662266
0.51731163	0.43717065	0.9942186	0.95425624	0.0057814294	0.04574376	3.1729202	3.930518
0.5175089	0.4418625	0.99837875	0.9579455	0.001621183	0.04205446	3.1734343	4.332579
0.5179101	0.44790384	0.9991055	0.95416015	0.0008944437	0.045839824	3.1483338	4.8085175
0.5185871	0.45421898	0.99934524	0.93703324	0.00065469986	0.062966816	3.104131	5.3489747
0.51986784	0.46183679	0.99946946	0.87755454	0.00053054135	0.122445494	3.0562835	5.982968
0.52200294	0.47051284	0.99955946	0.7726264	0.00044050295	0.22737363	2.9610462	6.673482
0.5220947	0.4692885	0.9996345	0.87381154	0.0003655246	0.12618847	2.8998544	7.298804
0.52308553	0.47085452	0.9996966	0.92128426	0.0003033978	0.07871573	2.9345672	8.129344
0.52478933	0.4728063	0.99974793	0.95922965	0.00025204883	0.04077035	2.867375	9.140542
0.52792656	0.47540382	0.9997905	0.9867563	0.00020947318	0.013243666	2.7743063	10.480175
0.53295666	0.47803596	0.9998247	0.99631447	0.00017527027	0.0036856066	2.6503878	12.012126
0.53496295	0.4787183	0.99985075	0.9985911	0.00014923704	0.0014089112	2.5252323	12.469779
0.53391415	0.4783492	0.99987054	0.9992061	0.00012938715	0.0007938935	2.565876	12.219985
0.5331723	0.47806144	0.99988604	0.9994289	0.000113941394	0.0005710157	2.6216695	12.0451145
0.53320044	0.47806776	0.9998983	0.99953485	0.00010167294	0.0004651549	2.6020305	12.042243
0.533672	0.47824433	0.9999083	0.9995981	9.168169e-05	0.00040198947	2.5915973	12.160465
0.5336569	0.47823638	0.99991655	0.9996427	8.340496e-05	0.00035724678	2.588694	12.153741
0.53353536	0.47818866	0.9999236	0.9996774	7.6424294e-05	0.00032262912	2.5946426	12.123041
0.5335338	0.47818586	0.99992955	0.9997055	7.045144e-05	0.00029452407	2.5959685	12.122001
0.5335753	0.4781996	0.9999347	0.9997291	6.528163e-05	0.0002709275	2.593058	12.13077
0.5335977	0.47820652	0.9999392	0.99974936	6.0760045e-05	0.00025067048	2.5930452	12.135861
0.5335822	0.47819957	0.99994326	0.999767	5.677276e-05	0.00023303527	2.5933337	12.131201
0.5335842	0.47819918	0.9999467	0.9997825	5.3229665e-05	0.00021753905	2.593612	12.1312065
0.53359234	0.47820112	0.99994993	0.9997962	5.006104e-05	0.00020380745	2.5932248	12.132595
0.53359723	0.47820207	0.9999528	0.9998085	4.721071e-05	0.00019154942	2.5931149	12.133353
0.533598	0.47820184	0.9999554	0.99981946	4.4632943e-05	0.00018054014	2.5931473	12.1331415
0.53359985	0.47820166	0.9999577	0.9998294	4.229165e-05	0.00017059942	2.5931122	12.133225
0.533603	0.47820222	0.9999598	0.99983835	4.015542e-05	0.00016158192	2.5930424	12.133654
0.53360516	0.47820243	0.99996185	0.9998466	3.8199305e-05	0.00015336424	2.5929887	12.133856
0.53360695	0.47820252	0.99996364	0.9998541	3.6402125e-05	0.00014584685	2.592967	12.133995
0.5336086	0.47820267	0.9999653	0.999861	3.474506e-05	0.00013894484	2.5929298	12.13414
0.53361034	0.47820288	0.99996674	0.99986744	3.3212953e-05	0.0001325874	2.592896	12.134325
0.53361183	0.47820294	0.9999682	0.9998733	3.1792857e-05	0.00012671454	2.592866	12.134455
